X,Y,Z
1.0,1.0,1.0
1.0031939352694057,1.1298528256383764,0.9920503028436104
1.012568214457534,1.2599461029205918,0.9848896939060189
1.027853205433909,1.391089108104522,0.9785589125179435
1.048830962725509,1.5240544890484795,0.9731123483393753
1.0753310757553116,1.6595848896604646,0.9686179286372768
1.1072270350846243,1.7983989912243954,0.9651573543414532
1.1444331142733903,1.9411969516066654,0.9628266562210221
1.1869015564931873,2.088665557681882,0.961737038638312
1.2346202197039493,2.241482843479495,0.9620160291447963
1.2876104393389232,2.400322470219585,0.96380882597258
1.345925381138166,2.5658575504310814,0.9672800804859976
1.4096485519595312,2.7387642816402953,0.9726158802151914
1.4788924735424869,2.919725369495061,0.9800259965087331
1.553797686445934,3.109433027822545,0.989746538895863
1.6345319393217246,3.3085917085584766,1.0020429393396408
1.7212895252199358,3.5179205699026417,1.0172133054806698
1.814290731592229,3.7381556758829886,1.0355922022923945
1.913781459367372,3.9700518369620816,1.0575548683294926
2.0200329295363257,4.214384127015469,1.0835219218012095
2.13334145749697,4.471949007657514,1.1139646155851681
2.2540282936323606,4.743565016692777,1.149410656039626
2.3824394938992,5.030072964584984,1.1904506451584207
2.518945786859936,5.332335527095373,1.2377452141050618
2.6639424094177904,5.651236150516385,1.292032876597182
2.8178488879101575,5.987677176754806,1.354138641194691
2.9811087089852606,6.342577002333004,1.4249834547989968
3.154188832121191,6.716866077030577,1.5055945014124925
3.3375790174437374,7.111481642824745,1.5971163568527755
3.531790888337191,7.527360907355098,1.7008230485261997
3.7373566400053293,7.96543229708898,1.8181309875281726
3.9548273618773617,8.426604672051116,1.9506127139414506
4.184770857719151,8.911754053310315,2.100011418524994
4.4277688180356165,9.421707310620866,2.2682560500282927
4.684413284404093,9.957222607592902,2.457476823348812
4.955302255469967,10.518966054094042,2.6700209052713513
5.2410342348951575,11.107483866580063,2.9084678130874413
5.54220153824616,11.723169471452923,3.175643875606669
5.859382246746208,12.36622526341012,3.4746353993517642
6.1931305460733,13.036618212814439,3.8087994759757215
6.543965134733578,13.734028483623078,4.181771161887983
6.912355583557923,14.457791095768794,4.597466012874703
7.2987062953827735,15.2068298595452,5.0600760522414605
7.703337845665982,15.979583597173791,5.574057287368954
8.126465444989345,16.773924768165184,6.144106452748348
8.568174308019714,17.587071046900498,6.775124282241051
9.028391757704437,18.415491015181907,7.472162272310407
9.506855975021294,19.254805960105358,8.240349444902613
10.003081466906114,20.099690377408017,9.084796347690355
10.516321388211553,20.943775492935774,10.010471841481499
11.045527190662463,21.779560913647906,11.0220503275958
11.5893062626593,22.59834139132176,12.123726477469926
12.1458786081245,23.390157154194505,13.318996226819987
12.71303399828121,24.1437779086789,14.610404330038676
13.288091495274726,24.84673201749079,15.999261249580737
13.867863738844678,25.485393327881393,17.48533533471837
14.448628888972099,26.04513833674444,19.066530193627973
15.026113577820693,26.510585467795515,20.73856174472816
15.595490582436687,26.865925811820052,22.494654381020258
16.151395107508954,27.095350393547147,24.325280535496095
16.687963477089806,27.18357264510919,26.217972042249702
17.19889758132465,27.11643629293113,28.157234169462626
17.677557542595558,26.88158863054945,30.12459319824736
18.11708369193534,26.46918792269206,32.09880489796352
18.510547129593636,25.872603023121787,34.05624354409146
18.851125670280723,25.089051350544004,35.97147959267904
19.13229993326795,24.120123938677967,37.81803600731955
19.34806123005554,22.97213434345496,39.56929808671497
19.4931211561974,21.65624614884565,41.19952906720955
19.56311090285106,20.188342044705333,42.684928273882356
19.554757746511648,18.588620018243347,44.00465613217087
19.466026680242315,16.88092757718762,45.14174623203104
19.29621698078912,15.091870528760765,46.083830489857846
19.04600620149303,13.24975691064936,46.82361658618443
18.717438030089188,11.383453951617767,47.35908058307073
18.313854655827885,9.521244465479047,47.693364657876295
17.839778312517698,7.689764586748758,47.834397950575145
17.30075035268508,5.91309723787973,47.794283058251324
16.70313889226571,4.212072493406389,47.588510148880744
16.053927423464945,2.6038041514059933,47.23506954251155
15.360497128952534,1.1014674761090066,46.75353538267223
14.63041457716933,-0.285698667933708,46.164185180177505
13.871234741270266,-1.5521982096416658,45.4872076596446
13.090326899597617,-2.695935889225253,44.742035176223766
12.294728427388184,-3.717774078574967,43.94682064790112
11.491028819742755,-4.621034219241317,43.118063118502505
10.68528426912358,-5.410982689247347,42.270374930347025
9.882961138810066,-6.09433364938035,41.41637384550421
9.088905563105614,-6.678792452367203,40.56667920938056
8.307335420916637,-7.172654466798632,39.72998857540557
7.541850881820524,-7.584467487920507,38.9132127597036
6.795459088654195,-7.922758451004884,38.12164753636113
6.070609570382413,-8.195822209083175,37.359165775723916
5.369236784713019,-8.411566558591051,36.628415584893084
4.692806939058276,-8.577406015614391,35.93101418126952
4.042366609051549,-8.700196179366584,35.26772995431323
3.4185914086187035,-8.786200996639199,34.6386485362042
2.8218332260120564,-8.841085548353576,34.043320284499224
2.2521649878876264,-8.869927683720324,33.48088817252861
1.7094223340121946,-8.87724315037514,32.95019666318738
1.1932418001340963,-8.867019671981499,32.44988262989499
0.7030953299394556,-8.842756357443779,31.97844991490898
0.23832110904292902,-8.807505690858546,31.534329369275362
-0.20184917320700704,-8.763916042185642,31.115926277600966
-0.6182664468109343,-8.714273220945246,30.7216570190044
-1.011843530576177,-8.660540077553073,30.349976697847122
-1.3835372826827015,-8.60439351713907,29.99939930869639
-1.734333355883983,-8.547258573152936,29.668511819114524
-2.0652332822750967,-8.49033939399584,29.355983370479976
-2.3772436241001396,-8.434647148631967,29.060570609418644
-2.671366940140121,-8.381024945589234,28.781120018275008
-2.948594338392679,-8.330169942322527,28.51656794552242
-3.2098994001654186,-8.282652854681508,28.265938932181168
-3.456233312863969,-8.238935058888757,28.028342743140023
-3.688520993176271,-8.199383576651384,27.802970598143464
-3.9076580960454,-8.164284117478912,27.589090790390063
-4.114508762745749,-8.133852406949982,27.386043971987203
-4.309903993923392,-8.108244002685165,27.193238279274514
-4.494640537889845,-8.087562794421137,27.010144442309315
-4.669480230695151,-8.071868315244389,26.83629094740763
-4.835149694900671,-8.061182040489559,26.67125935653269
-4.99234033600326,-8.055492802321828,26.514679822520964
-5.1417085918848,-8.054761412655333,26.36622682471494
-5.283876360826179,-8.058924649038198,26.225615156142673
-5.419431588125344,-8.067898655221695,26.09259617638148
-5.54892901820228,-8.081581762023403,25.966954270413147
-5.672890993441112,-8.09985693954887,25.848503593494907
-5.791808331824388,-8.122593857687484,25.73708504791805
-5.906141264666446,-8.149650593301212,25.632563472131537
-6.016320397567545,-8.180875069781278,25.534825045548185
-6.122747691107677,-8.216106240598585,25.44377488226752
-6.225797443396074,-8.255175056301415,25.359334802321268
-6.325817271190379,-8.297905249437392,25.281441260568382
-6.423129074979334,-8.344113960016779,25.210043419463275
-6.518029981457951,-8.393612231539615,25.145101348742564
-6.6107932672196394,-8.44620538314165,25.08658433573772
-6.7016692491132925,-8.501693286836135,25.0344693013017
-6.790886144512154,-8.559870576898971,24.98873928334098
-6.878650897905639,-8.620526770978058,24.94938202207073
-6.965149967892802,-8.683446385809155,24.91638856663213
-7.050550086975582,-8.74840896801817,24.889751974616875
-7.1349989806241245,-8.815189134621358,24.869466026880033
-7.218626055568437,-8.883556593622828,24.85552398671407
-7.301543052712889,-8.953276148039615,24.84791739728847
-7.38384467237789,-9.024107744577263,24.846634881898606
-7.465609168742515,-9.095806508420605,24.85166098652144
-7.546898918921559,-9.168122826878289,24.862975025800374
-7.627760960250289,-9.240802421885036,24.880549969747925
-7.708227537666459,-9.313586621191224,24.904351280237048
-7.788316583068918,-9.386212455691252,24.934335849709058
-7.86803224815281,-9.458413055804632,24.97045089995934
-7.947365357169879,-9.529917914267687,25.012632920428235
-8.026293924021331,-9.600453398321921,25.06080664342643
-8.104783609974607,-9.669743219796139,25.114884018975875
-8.182788228005561,-9.737509068050754,25.174763272621064
-8.260250235164007,-9.803471315119067,25.240327974094605
-8.337101230303832,-9.867349792956661,25.311446166695458
-8.413262505626335,-9.928864731059313,25.387969602451918
-8.488645553608434,-9.987737710018843,25.4697329559316
-8.56315268493964,-10.043692797400162,25.556553283212672
-8.636677578255295,-10.096457713523646,25.6482293752225
-8.709105961994222,-10.145765119005757,25.74454147212179
-8.780316214685262,-10.19135400330844,25.845250772169415
-8.850180107252969,-10.232971101447722,25.950099403569418
-8.918563561320951,-10.27037241174997,26.058810458156273
-8.985327363587702,-10.303324839714422,26.171087902192067
-9.050328045048591,-10.331607639378467,26.286617177214328
-9.11341869774081,-10.355014245186137,26.405065440656223
-9.174449878390352,-10.37335381574658,26.526082324453494
-9.233270554694176,-10.386452785183364,26.64930089189191
-9.28972905989401,-10.394156751362031,26.774338482974937
-9.34367407179649,-10.396331619065577,26.90079815882278
-9.394955664950926,-10.392865429664415,27.028270027891136
-9.443426343276752,-10.383669685152812,27.156332874174343
-9.488942057868629,-10.368680295940656,27.28455602157043
-9.53136330789819,-10.347858984892234,27.412501273296428
-9.570556170292894,-10.321194187234893,27.53972498504943
-9.606393383989491,-10.28870186526436,27.665780402385696
-9.638755329033815,-10.250425834257884,27.790219974056612
-9.66753108999043,-10.206438328339646,27.912597913633945
-9.692619345613945,-10.156839944294795,28.03247258551803
-9.713929358885299,-10.101759622086155,28.14940925550824
-9.731381754488762,-10.041354109248903,28.262982494629814
-9.744909385037307,-9.975807413380894,28.37277894687545
-9.75445796802538,-9.905329823799773,28.478399612210364
-9.759986785423267,-9.830156791164123,28.57946250764102
-9.761469146464643,-9.750547520235902,28.675604761734906
-9.758892884829676,-9.666783322298702,28.766485008501004
-9.752260637938965,-9.579165833081273,28.851785201901368
-9.741590084788754,-9.488014951172731,28.931212513007225
-9.72691405251634,-9.393666703027058,29.00450090835653
-9.708280514619174,-9.296470865308098,29.071412563748257
-9.685752443943182,-9.196788624430264,29.131738864148353
-9.659407590857006,-9.094990001226398,29.185301345687755
-9.629338128310408,-8.991451382289261,29.23195222862712
-9.595650195879312,-8.886552920438431,29.271574762196273
-9.55846333614686,-8.780676030876359,29.304083248979065
-9.517909848813986,-8.674200917839002,29.32942285671555
-9.474134040020864,-8.56750414968888,29.34756914348537
-9.427291417582627,-8.460956422562212,29.35852738602291
-9.37754778254399,-8.35492033555492,29.362331638496276
-9.325078311407035,-8.24974846966735,29.359043670080876
-9.270066529422904,-8.145781469778486,29.34875162373635
