Date,Open,High,Low,Close,Adj Close,Volume
2003-07-28,31.489565,31.631880,30.977230,31.100569,14.022112,16701262
2003-07-29,31.214420,31.499050,30.588236,30.901327,13.932288,22407724
2003-07-30,31.024668,31.679317,31.024668,31.679317,14.283054,17859081
2003-07-31,31.783682,32.210625,31.053131,31.650854,14.270222,24435304
2003-08-01,31.432638,31.432638,30.834915,31.005693,13.979334,18912344
2003-08-04,31.005693,31.603416,30.740038,31.375711,14.146168,14876894
2003-08-05,31.451612,31.593927,30.834915,30.834915,13.902345,16607246
2003-08-06,30.664137,31.214420,30.616697,30.787476,13.880950,15571480
2003-08-07,30.626186,31.290323,30.607210,31.252373,14.090561,14982610
2003-08-08,31.280834,31.499050,30.977230,31.280834,14.103389,10257844
2003-08-11,31.176472,31.442125,31.119545,31.223909,14.077729,13050101
2003-08-12,31.404175,31.404175,30.929790,31.185959,14.060618,14607175
2003-08-13,30.759012,30.759012,29.743834,29.943073,13.562141,43845241
2003-08-14,30.037951,30.180265,29.411764,29.516129,13.368760,29226366
2003-08-15,29.696396,30.047438,29.563566,29.810247,13.501973,12287427
2003-08-18,29.981026,30.085388,29.829222,29.857685,13.523466,17130662
2003-08-19,29.876659,29.962049,29.554079,29.667933,13.437511,17926010
2003-08-20,29.430740,29.554079,29.060720,29.165085,13.209767,25776624
2003-08-21,28.586338,28.700190,27.922201,28.263758,12.801519,63754668
2003-08-22,28.728653,28.728653,27.950665,28.036053,12.698390,37225383
2003-08-25,27.988615,28.425047,27.988615,28.339659,12.835901,20378985
2003-08-26,28.282732,28.586338,28.130930,28.472486,12.896062,19456208
2003-08-27,28.719166,28.719166,28.254269,28.377609,12.853089,21752347
2003-08-28,28.415560,28.510435,28.026566,28.282732,12.810117,18978956
2003-08-29,28.292219,28.444023,28.102467,28.387096,12.857388,16164144
2003-09-02,28.605312,28.984819,28.368120,28.899431,13.089437,23038754
2003-09-03,29.079697,29.364326,28.842505,29.297913,13.269929,29414505
2003-09-04,28.889942,29.117647,28.425047,29.032257,13.149604,28013950
2003-09-05,29.032257,29.421251,28.851992,28.946869,13.110923,19818151
2003-09-08,29.297913,30.189753,29.278936,29.857685,13.523466,24873557
2003-09-09,29.990513,30.208729,29.658443,30.056927,13.613707,22851563
2003-09-10,30.237192,30.550285,30.009487,30.142315,13.652381,21593930
2003-09-11,30.379507,30.502846,30.123341,30.208729,13.682460,18295964
2003-09-12,30.332067,30.360531,29.943073,30.265656,13.708241,15493484
2003-09-15,30.322580,30.436434,30.142315,30.227703,13.691054,15255807
2003-09-16,30.227703,30.398481,30.218216,30.351044,13.746920,15282684
2003-09-17,30.351044,30.645161,30.275143,30.464895,13.798483,16633806
2003-09-18,30.360531,30.711575,30.360531,30.407970,13.772700,20948355
2003-09-19,30.388994,30.398481,29.838711,29.838711,13.514871,32367391
2003-09-22,29.440228,29.762808,29.354839,29.544592,13.381647,18424131
2003-09-23,29.601519,30.199242,29.601519,29.981026,13.579328,20179673
2003-09-24,30.170778,30.170778,29.222012,29.316889,13.278512,20897236
2003-09-25,29.269449,29.354839,28.937382,28.965843,13.119522,17942980
2003-09-26,28.795067,29.269449,28.700190,28.994307,13.132415,17322068
2003-09-29,29.032257,29.411764,28.937382,29.307400,13.274220,16224117
2003-09-30,29.307400,29.316889,28.700190,28.823528,13.055061,21147772
2003-10-01,28.804554,29.259962,28.747627,29.222012,13.235547,25326461
2003-10-02,29.098673,29.535105,29.041746,29.459204,13.342977,18296808
2003-10-03,29.791271,29.838711,29.203035,29.203035,13.226948,21377123
2003-10-06,29.127134,29.373814,29.108158,29.174574,13.214060,13470858
2003-10-07,28.946869,29.411764,28.899431,29.079697,13.171086,18888312
2003-10-08,29.127134,29.212524,28.918406,29.089184,13.175385,15745390
2003-10-09,29.269449,29.430740,29.136621,29.373814,13.304296,18617013
2003-10-10,29.193548,29.459204,29.108158,29.174574,13.214060,13507432
2003-10-13,29.222012,29.468691,28.984819,29.098673,13.179676,14028845
2003-10-14,28.937382,29.354839,28.842505,29.297913,13.269929,16540844
2003-10-15,29.297913,29.364326,28.927895,29.032257,13.149604,20537822
2003-10-16,29.079697,29.392790,27.988615,29.297913,13.269929,18809789
2003-10-17,29.297913,29.316889,28.937382,28.994307,13.132415,17776975
2003-10-20,28.994307,29.411764,28.994307,29.411764,13.321491,13681658
2003-10-21,29.411764,30.000000,29.316889,29.886148,13.536350,20098937
2003-10-22,29.411764,29.601519,28.937382,29.051233,13.158192,27097181
2003-10-23,29.032257,29.544592,28.984819,29.421251,13.325789,20475847
2003-10-24,29.421251,29.421251,29.013283,29.259962,13.252739,16658997
2003-10-27,29.430740,29.715370,29.326376,29.383303,13.308596,15447951
2003-10-28,29.392790,29.886148,29.345350,29.886148,13.536350,19469593
2003-10-29,29.772297,29.857685,29.468691,29.667933,13.437511,20047502
2003-10-30,29.136621,29.724857,29.127134,29.297913,13.269929,26169871
2003-10-31,29.411764,30.000000,29.411764,29.981026,13.579328,25283879
2003-11-03,30.028463,30.265656,29.886148,29.990513,13.583621,18380811
2003-11-04,29.506641,29.876659,29.459204,29.838711,13.514871,16792539
2003-11-05,29.430740,30.455408,29.430740,30.028463,13.600808,23358326
2003-11-06,29.905123,30.265656,29.658443,30.227703,13.691054,18892318
2003-11-07,30.303604,30.360531,29.990513,30.142315,13.652381,17517164
2003-11-10,30.142315,30.142315,29.743834,29.867172,13.527763,12594457
2003-11-11,29.715370,30.227703,29.648956,30.170778,13.665270,11715737
2003-11-12,30.227703,30.815939,30.180265,30.740038,13.989089,22017638
2003-11-13,30.645161,32.115749,30.407970,31.736242,14.442448,45245058
2003-11-14,32.049335,32.722961,31.992411,32.333965,14.714450,42689424
2003-11-17,31.091082,32.466793,31.091082,32.324478,14.710136,21194570
2003-11-18,32.447819,32.732449,32.267551,32.428844,14.757631,26571235
2003-11-19,32.286530,32.732449,32.229603,32.656548,14.861259,18215544
2003-11-20,32.352940,32.656548,31.840607,31.925997,14.528794,18777326
2003-11-21,31.925997,31.963947,31.252373,31.480076,14.325861,26258724
2003-11-24,31.764706,32.371918,31.707781,32.153702,14.632418,24291222
2003-11-25,31.831120,32.068310,31.546490,32.049335,14.584925,19712540
2003-11-26,32.068310,32.296017,31.783682,32.096775,14.606514,16369990
2003-11-28,31.736242,32.030361,31.707781,31.850096,14.494255,8410709
2003-12-01,32.333965,32.542694,32.115749,32.419353,14.753311,19912590
2003-12-02,32.144215,32.476280,32.144215,32.286530,14.692866,14418825
2003-12-03,32.362431,32.628082,32.191650,32.210625,14.658325,23145418
2003-12-04,32.371918,32.732449,32.296017,32.609108,14.839664,21514353
2003-12-05,32.618595,32.675522,32.324478,32.447819,14.766261,13211468
2003-12-08,32.258064,32.685009,32.210625,32.666035,14.865571,13708008
2003-12-09,32.732449,32.931690,32.552181,32.628082,14.848301,18484736
2003-12-10,32.495255,32.779884,32.163189,32.352940,14.723091,13192918
2003-12-11,32.390892,32.969639,32.229603,32.903225,14.973505,20278538
2003-12-12,32.903225,32.960152,32.504745,32.637569,14.852620,11952782
2003-12-15,32.779884,33.254269,32.590134,32.675522,14.869889,17395111
2003-12-16,32.685009,33.017078,32.675522,32.827324,14.938967,17001336
2003-12-17,32.722961,32.808350,32.476280,32.590134,14.831026,16523663
2003-12-18,32.732449,32.751423,32.457306,32.675522,14.869889,17642274
2003-12-19,32.675522,32.675522,32.267551,32.514233,14.796491,33229880
2003-12-22,32.305504,32.912712,32.277039,32.542694,14.809442,18582442
2003-12-23,32.552181,32.874763,32.533207,32.751423,14.904426,14581563
2003-12-24,32.817837,33.149906,32.789375,32.941177,14.990778,7519763
2003-12-26,32.941177,33.102467,32.884251,32.969639,15.003735,4109019
2003-12-29,32.979126,33.206833,32.969639,33.206833,15.111671,14166919
2003-12-30,33.206833,33.519924,33.083492,33.273247,15.141895,18642941
2003-12-31,33.225807,33.576851,33.225807,33.519924,15.254153,14613288
2004-01-02,33.614799,34.108158,33.538898,33.728653,15.349141,17461513
2004-01-05,34.127136,34.629982,34.108158,34.629982,15.759321,32349052
2004-01-06,34.914612,34.914612,34.392788,34.611008,15.750680,24440047
2004-01-07,34.364326,34.914612,34.297913,34.905125,15.884526,17674631
2004-01-08,34.914612,34.933586,34.222012,34.582542,15.737735,19021116
2004-01-09,34.278938,34.848198,34.108158,34.212524,15.569344,16779996
2004-01-12,34.155598,34.288425,33.700191,33.785580,15.375043,20106209
2004-01-13,33.776093,33.880455,32.722961,33.339657,15.172123,21907812
2004-01-14,32.969639,33.406071,32.827324,33.349148,15.176438,23145102
2004-01-15,33.273247,33.387096,32.865276,33.036053,15.033954,18907706
